"Nº pers.","Clave de sexo","Centro","Área de nómina","Condición","Relación laboral","Rel. Laboral ok","Unidad organizativa","Grupo de invalidez","Categoría profesional","Tipo de contrato","fijo/Temp","GI","Disc","GrdOcup","Días","FTE","Personas","Mes",""
"00002393","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002402","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002419","hombres","Centro 7","Socios XXX123","Socios","Per. Docente","Personal docente","FP","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002420","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002421","mujeres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002442","mujeres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002451","hombres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","FP","","Profesor Tutor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002475","hombres","Centro 12","Socios XXX123","Socios","Per. Admin.","Personal de Administración y Conserjería","Dirección General de Recu","","Técnico Área","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002478","mujeres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro Tutor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002498","hombres","Centro 4","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Club Deportivo","","Coordinador Club Deportivo","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002499","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","150","Fijo","0","","1","31","0.01","1","Aug-22",""
"00002509","mujeres","Centro 12","Socios XXX123","Socios","Per. Admin.","Personal de Administración y Conserjería","Dirección General de Recu","","Técnico Área","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002555","hombres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002573","hombres","Centro 3","Socios XXX123","Socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Técnico Mantenimiento","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002639","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002654","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro Tutor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002680","hombres","Centro 3","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002685","hombres","Centro 7","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Resp. Vertical","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002690","mujeres","Centro 7","Socios XXX123","Socios","Per. Docente","Personal docente","FP","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002721","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002766","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002770","mujeres","Centro 7","Socios XXX123","Socios","Per. Docente","Personal docente","FP","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002798","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","FP","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002844","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002930","hombres","Centro 12","Socios XXX123","Socios","Per. Admin.","Personal de Administración y Conserjería","Dirección General de Recu","","Técnico Área","150","Fijo","0","","100","31","1","1","Aug-22",""
"00002934","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro Tutor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00003386","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00003417","mujeres","Centro 7","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro Tutor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00003431","hombres","Centro 12","Socios XXX123","Socios","Per. Admin.","Personal de Administración y Conserjería","Dirección General de Recu","","Técnico Área","150","Fijo","0","","100","31","1","1","Aug-22",""
"00003462","hombres","Centro 7","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00003483","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro Tutor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00003518","mujeres","Centro 12","Socios XXX123","Socios","Per. Admin.","Personal de Administración y Conserjería","Dirección General de Recu","","Técnico Área","150","Fijo","0","","100","31","1","1","Aug-22",""
"00004070","mujeres","Centro 12","Socios XXX123","Socios","Per. Admin.","Personal de Administración y Conserjería","Dirección General de Recu","","Técnico Área","150","Fijo","0","","100","31","1","1","Aug-22",""
"00004072","mujeres","Centro 7","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00004167","mujeres","Centro 7","Socios XXX123","Socios","Per. Docente","Personal docente","FP","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00004179","hombres","Centro 7","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00004232","hombres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00004263","hombres","Centro 7","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00004268","mujeres","Centro 3","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","150","Fijo","0","","100","31","1","1","Aug-22",""
"00004331","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00004397","hombres","Centro 3","Socios XXX123","Socios","Per. Docente","Mandos intermedios","Secundaria","","Coordinador Iniciativas Globales","150","Fijo","0","","100","31","1","1","Aug-22",""
"00004513","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","150","Fijo","0","","100","31","1","1","Aug-22",""
"00004707","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00004708","hombres","Centro 7","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00004714","mujeres","Centro 7","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00004740","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00004741","hombres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00005024","mujeres","Centro 7","Socios XXX123","Socios","Per. Docente","Personal docente","FP","","Profesor Tutor","150","Fijo","0","","100","31","1","1","Aug-22",""
"00005275","hombres","Centro 12","Socios XXX123","Socios","Dire. General","Dirección General","Dirección General de Recu","","Director Junior","150","Fijo","0","","100","31","1","1","Aug-22",""
"00001136","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001209","mujeres","Centro 10","Enseñanza Privada","No socios","Mandos Interm.","Mandos intermedios","Servicios","","Gobernanta","189","Fijo","0","","65.78","31","0.6578","1","Aug-22",""
"00001220","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001268","mujeres","Centro 12","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Dirección General de Recu","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001296","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001315","mujeres","Centro 10","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Cocinero","189","Fijo","0","","72.36","31","0.7236","1","Aug-22",""
"00001551","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001898","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001899","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001900","hombres","Centro 4","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Oficial 1º Mantenimiento","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001903","hombres","Centro 10","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Oficial 1º Mantenimiento","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001904","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001908","hombres","Centro 4","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Oficial 1º Mantenimiento","189","Fijo","0","","52.63","31","0.5263","1","Aug-22",""
"00001909","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001913","mujeres","Centro 3","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001916","mujeres","Centro 3","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001918","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001919","mujeres","Centro 12","Enseñanza Privada","No socios","Per. Admin.","Personal de cocina","Dirección General de Recu","","Recepcionista","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001922","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001933","mujeres","Centro 10","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Cocinero","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001988","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00001989","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002007","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002020","hombres","Centro 7","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Administración","","Oficial Administrativo","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002035","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002071","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Maestro","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002092","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002093","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002099","hombres","Centro 2","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Oficial 1º Mantenimiento","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002105","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002107","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002121","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002128","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002129","hombres","Centro 1","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002153","hombres","Centro 7","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Administración","","Guarda Vigilante","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002161","hombres","Centro 5","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Mantenimiento","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002170","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002173","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002176","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002182","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Cuidador","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002192","hombres","Centro 4","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Administración","","Recepcionista","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002193","hombres","Centro 5","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Administración","","Técnico Administración","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002204","hombres","Centro 7","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Cocinero","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002278","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002281","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002285","hombres","Centro 5","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002308","mujeres","Centro 3","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002318","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002352","mujeres","Centro 10","Enseñanza Privada","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Educación Ambiental","","Profesor Extraescolares","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002387","hombres","Centro 7","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Mantenimiento","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002394","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002400","hombres","Centro 6","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002409","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Docente","Personal docente","D.O.P.","","Técnico Integración Social","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002432","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002454","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002458","hombres","Centro 4","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Oficial 1º Mantenimiento","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002460","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002467","hombres","Centro 2","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002470","hombres","Centro 7","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Mantenimiento","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002474","hombres","Centro 7","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Mantenimiento","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002479","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Maestro","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002494","hombres","Centro 3","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002501","mujeres","Centro 3","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002503","mujeres","Centro 7","Enseñanza Privada","No socios","Jefes","Personal de cocina","Servicios","","Jefe Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002558","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002579","hombres","Centro 5","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002580","hombres","Centro 5","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Cocinero","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002587","hombres","Centro 4","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002627","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Cocinero","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002653","hombres","Centro 2","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002683","hombres","Centro 12","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Dirección General de Recu","","Oficial Administrativo","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002695","hombres","Centro 1","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Oficial 1º Mantenimiento","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002707","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002765","mujeres","Centro 10","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002820","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002862","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Cocina","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002872","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002917","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002929","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Administración","","Auxiliar Administrativo","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002938","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00002947","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Cocina","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Office","189","Fijo","0","","100","31","1","1","Aug-22",""
"00003376","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00003377","hombres","Centro 5","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","189","Fijo","0","","100","31","1","1","Aug-22",""
"00003415","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Cocinero","189","Fijo","0","","100","31","1","1","Aug-22",""
"00003437","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00003438","hombres","Centro 7","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Mantenimiento","189","Fijo","0","","100","31","1","1","Aug-22",""
"00003473","hombres","Centro 4","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00003652","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Administración","","Auxiliar Administrativo","189","Fijo","0","","100","31","1","1","Aug-22",""
"00003654","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Administración","","Oficial Administrativo","189","Fijo","0","","100","31","1","1","Aug-22",""
"00003658","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00004042","hombres","Centro 7","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00004073","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00004075","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00004200","mujeres","Centro 3","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00004233","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","189","Fijo","0","","100","31","1","1","Aug-22",""
"00004293","hombres","Centro 2","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Mantenimiento","189","Fijo","0","","100","31","1","1","Aug-22",""
"00004375","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","189","Fijo","0","","100","31","1","1","Aug-22",""
"00004446","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","189","Fijo","0","","100","31","1","1","Aug-22",""
"00004479","hombres","Centro 2","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","189","Fijo","0","","100","31","1","1","Aug-22",""
"00004509","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","189","Fijo","0","","100","31","1","1","Aug-22",""
"00004604","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","189","Fijo","0","","100","31","1","1","Aug-22",""
"00004610","hombres","Centro 6","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Oficial 1º Mantenimiento","189","Fijo","0","","100","31","1","1","Aug-22",""
"00004644","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Administración","","Recepcionista","189","Fijo","0","","100","31","1","1","Aug-22",""
"00004980","mujeres","Centro 10","Enseñanza Privada","No socios","Per. Docente","Personal docente","Educación Ambiental","","Profesor Extraescolares","189","Fijo","0","","100","31","1","1","Aug-22",""
"00005028","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Mantenimiento","189","Fijo","0","","100","31","1","1","Aug-22",""
